Star,JDs,Radial Velocity
TX_ORI,18735.965266,30.148154667533
TX_ORI,18750.961944,20.658136882317002
TX_ORI,18772.960764,13.972409954617
TX_ORI,18786.849711,37.897689319558
TX_ORI,18803.907488,11.500796913521999
