Star,JDs,Radial Velocity
LKHA330,18692.98463,16.970173430472002
LKHA330,18732.981007,18.270462895818
LKHA330,18747.799225,16.577675470630002
LKHA330,18761.825255,16.188206971775998
LKHA330,18775.830787,16.501548082386
LKHA330,18794.905081,16.133720722642
