Star,JDs,Radial Velocity
HIP22910,18691.981562,8.452205000000003
HIP22910,18691.985556,9.451723000000001
HIP22910,18691.989537,8.951048
HIP22910,18691.993519,8.950178000000001
HIP22910,18691.997431,7.449137
HIP22910,18692.00147,7.947868999999997
HIP22910,18692.005475,7.946419000000002
HIP22910,18787.06919,8.818403999999997
HIP22910,18787.951262,15.165403999999999
HIP22910,18787.955243,15.655849999999997
HIP22910,18787.959236,15.646293
