Star,JDs,Radial Velocity
DF Tau,18732.968264,13.049159
DF Tau,18748.850301,15.505623
DF Tau,18762.897766,12.679419000000003
DF Tau,18784.887708,20.234304
DF Tau,18803.913021,18.158482
