Star,JDs,Radial Velocity
CQTAU,18734.004803,22.856501
CQTAU,18749.855498,32.330912999999995
CQTAU,18763.950185,-2.3597099999999998
CQTAU,18783.902465,18.689197
CQTAU,18797.906273,12.365042000000003
CQTAU,18813.795417,25.259959000000002
CQTAU,18846.884132,15.206167
