JD,order 38 radial velocity (km/s),order 39 radial velocity (km/s),order 40 radial velocity (km/s)
18661.745312,-6.885168,-7.885168,-6.885168
18680.786701,-7.035133000000002,-7.535133000000002,-6.535133000000002
18696.747928,-6.784721000000001,-6.784721000000001,-6.784721000000001
18711.735764,-7.174350999999998,-7.174350999999998,-7.674350999999998
