JD,order 38 radial velocity (km/s),order 39 radial velocity (km/s),order 40 radial velocity (km/s)
18663.699688,-1.4816119999999984,-1.9816119999999984,0.018388000000001625
18679.721169,-1.2873020000000004,-1.7873020000000004,-1.2873020000000004
18693.716817,-3.527956999999997,-4.027956999999997,-3.027956999999997
